"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-66.09","43.83","YARMOUTH A","8206500","1953-09","1953","09","18.2","","10.5","","14.4","","24.4","","2.8","","133.1","","0.0","","133.1","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1953-10","1953","10","13.8","","7.1","","10.5","","18.3","","0.0","","92.2","","0.0","","92.2","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1953-11","1953","11","10.3","","3.9","","7.1","","16.7","","-2.2","","35.3","","0.0","T","35.3","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1953-12","1953","12","7.3","","-0.5","","3.4","","13.9","","-9.4","","142.7","","5.3","","148.1","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1954-01","1954","01","0.3","","-7.5","","-3.6","","10.6","","-15.0","","78.7","","77.0","","155.7","","8","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1954-02","1954","02","3.1","","-3.6","","-0.3","","9.4","S","-20.0","","109.7","","26.4","","136.1","","","M","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1954-03","1954","03","3.7","","-2.7","","0.5","","11.1","","-7.2","","62.0","","41.4","","103.4","","","M","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1954-04","1954","04","9.0","","0.2","","4.6","","20.0","","-8.3","","77.2","","8.9","","86.1","","","M","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1954-05","1954","05","13.6","","5.4","","9.5","","21.1","","0.6","","89.2","","0.0","","89.2","","","M","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1954-06","1954","06","18.4","","9.9","","14.2","","23.3","","6.1","","128.5","","0.0","","128.5","","","M","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1954-07","1954","07","19.2","","12.1","","15.7","","22.8","S","7.2","","82.0","","0.0","","82.0","","","M","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1954-08","1954","08","19.5","","11.8","","15.7","","23.3","","6.7","S","93.0","","0.0","","93.0","","","M","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1954-09","1954","09","17.2","","9.3","","13.3","","21.7","","5.0","S","71.9","","0.0","","71.9","","","M","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1954-10","1954","10","13.9","","7.3","","10.6","","20.6","","-1.1","","169.9","","0.0","","169.9","","","M","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1954-11","1954","11","8.8","","1.8","","5.3","","16.1","","-3.3","S","135.9","","14.2","","150.1","","","M","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1954-12","1954","12","5.8","","-1.3","","2.3","","14.4","","-7.2","","118.9","","25.4","","144.3","","","M","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1955-01","1955","01","-0.3","","-4.7","","-2.5","","3.9","S","-12.8","","19.6","","41.4","","61.0","","3","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1955-02","1955","02","1.2","","-5.8","","-2.3","","11.1","","-15.6","","53.8","","15.5","","69.3","","0","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1955-03","1955","03","3.1","","-3.5","","-0.2","","9.4","","-10.6","","91.7","","47.2","","138.9","","0","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1955-04","1955","04","9.3","","0.8","","5.1","","16.1","","-5.0","","74.4","","0.0","T","74.4","","0","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1955-05","1955","05","13.5","","5.4","","9.5","","19.4","","0.6","","41.7","","0.0","","41.7","","0","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1955-06","1955","06","16.6","","9.2","","12.9","","24.4","","4.4","S","48.8","","0.0","","48.8","","0","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1955-07","1955","07","21.6","","12.8","","17.2","","25.6","","8.9","","107.7","","0.0","","107.7","","0","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1955-08","1955","08","21.7","","13.8","","17.8","","27.8","","8.9","S","133.1","","0.0","","133.1","","0","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1955-09","1955","09","17.3","","9.3","","13.3","","22.2","","2.8","","137.2","","0.0","","137.2","","0","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1955-10","1955","10","13.6","","6.1","","9.9","","18.9","","1.7","","79.0","","0.0","","79.0","","0","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1955-11","1955","11","7.4","","1.9","","4.7","","15.0","","-5.0","","114.3","","26.9","","141.2","","0","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1955-12","1955","12","-0.6","","-5.7","","-3.2","","5.0","S","-14.4","S","13.2","","61.0","","74.2","","10","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1956-01","1956","01","2.3","","-1.8","","0.3","","10.6","S","-15.6","","296.4","","15.7","","312.2","","0","T","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1956-02","1956","02","0.6","","-5.5","","-2.5","","7.2","","-11.7","","46.0","","113.0","","159.0","","48","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1956-03","1956","03","0.9","","-5.2","","-2.2","","7.2","","-12.8","S","40.6","","117.6","","158.2","","10","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1956-04","1956","04","7.1","","0.6","","3.9","","10.6","S","-3.3","S","76.2","","12.2","","88.4","","0","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1956-05","1956","05","10.4","","3.2","","6.8","","17.2","S","-1.7","","136.1","","0.0","T","136.1","","0","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1956-06","1956","06","17.7","","9.2","","13.5","","26.7","","5.0","","34.8","","0.0","","34.8","","0","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1956-07","1956","07","19.1","","11.6","","15.4","","23.9","","7.2","","59.9","","0.0","","59.9","","0","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1956-08","1956","08","19.7","","11.4","","15.6","","25.6","","6.1","","134.9","","0.0","","134.9","","0","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1956-09","1956","09","17.4","","9.2","","13.3","","24.4","","1.7","","60.7","","0.0","","60.7","","0","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1956-10","1956","10","13.5","","4.9","","9.2","","21.1","","-2.8","","66.8","","0.0","T","66.8","","0","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1956-11","1956","11","9.7","","2.3","","6.0","","16.7","S","-5.0","","103.4","","7.1","","110.5","","0","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1956-12","1956","12","4.5","","-3.1","","0.7","","12.2","S","-12.8","","49.0","","57.2","","106.2","","3","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1957-01","1957","01","-1.4","","-9.8","","-5.6","","9.4","","-20.6","","39.9","","144.3","","184.2","","41","","","","<31",""
"-66.09","43.83","YARMOUTH A","8206500","1957-02","1957","02","2.0","","-4.6","","-1.3","","10.6","","-15.0","","40.6","","17.0","","57.7","","0","","","","<31",""
"-66.09","43.83","YARMOUTH A","8206500","1957-03","1957","03","4.3","","-2.4","","1.0","","10.6","","-7.8","","21.1","","43.2","","64.3","","0","","","","<31",""
"-66.09","43.83","YARMOUTH A","8206500","1957-04","1957","04","8.5","","0.7","","4.6","","16.7","","-4.4","","115.8","","6.9","","122.7","","0","","27","","82",""
"-66.09","43.83","YARMOUTH A","8206500","1957-05","1957","05","13.3","","5.1","","9.2","","21.1","","-0.6","S","85.1","","0.5","","85.6","","0","","34","","61",""
"-66.09","43.83","YARMOUTH A","8206500","1957-06","1957","06","19.0","","10.2","","14.6","","28.3","","5.0","","23.4","","0.0","","23.4","","0","","18","","64",""
"-66.09","43.83","YARMOUTH A","8206500","1957-07","1957","07","19.4","","12.3","","15.9","","24.4","","8.9","","84.3","","0.0","","84.3","","0","","20","","56",""
"-66.09","43.83","YARMOUTH A","8206500","1957-08","1957","08","19.7","","11.1","","15.4","","22.8","S","6.7","","52.8","","0.0","","52.8","","0","","23","","56",""
"-66.09","43.83","YARMOUTH A","8206500","1957-09","1957","09","17.6","","10.1","","13.9","","22.2","S","5.0","S","65.8","","0.0","","65.8","","0","","20","","64",""
"-66.09","43.83","YARMOUTH A","8206500","1957-10","1957","10","13.4","","5.9","","9.7","","19.4","","-1.7","","78.0","","1.3","","79.2","","","M","34","","55",""
"-66.09","43.83","YARMOUTH A","8206500","1957-11","1957","11","10.0","","4.2","","7.1","","17.8","","-6.7","","173.2","","3.3","","176.5","","0","","29","","84",""
"-66.09","43.83","YARMOUTH A","8206500","1957-12","1957","12","6.4","","-0.3","","3.1","","13.9","","-11.1","","84.1","","5.6","","89.7","","0","","29","","93",""
"-66.09","43.83","YARMOUTH A","8206500","1958-01","1958","01","3.3","","-2.4","","0.5","","11.1","","-12.2","","187.7","","20.6","","208.3","","0","","18","","134",""
"-66.09","43.83","YARMOUTH A","8206500","1958-02","1958","02","-0.8","","-5.8","","-3.3","","7.2","","-12.2","","56.4","","70.6","","127.0","","5","","32","","84",""
"-66.09","43.83","YARMOUTH A","8206500","1958-03","1958","03","5.7","","-0.6","","2.6","","11.1","","-5.6","","13.2","","19.1","","32.3","","0","","9","","80",""
"-66.09","43.83","YARMOUTH A","8206500","1958-04","1958","04","9.7","","2.4","","6.1","","16.7","","-3.3","","140.7","","10.4","","151.1","","0","","7","","93",""
"-66.09","43.83","YARMOUTH A","8206500","1958-05","1958","05","12.9","","5.4","","9.2","","20.0","","0.6","","144.8","","0.0","","144.8","","0","","20","","69",""
"-66.09","43.83","YARMOUTH A","8206500","1958-06","1958","06","16.3","","8.7","","12.5","","21.7","","3.9","","87.4","","0.0","","87.4","","0","","34","","58",""
"-66.09","43.83","YARMOUTH A","8206500","1958-07","1958","07","19.6","","12.5","","16.1","","25.0","","10.0","S","60.7","","0.0","","60.7","","0","","","","<31",""
"-66.09","43.83","YARMOUTH A","8206500","1958-08","1958","08","20.1","","12.8","","16.5","","22.8","S","9.4","S","181.4","","0.0","","181.4","","0","","18","","53",""
"-66.09","43.83","YARMOUTH A","8206500","1958-09","1958","09","16.4","","10.0","","13.2","","21.1","","5.6","","141.7","","0.0","","141.7","","0","","2","","68",""
"-66.09","43.83","YARMOUTH A","8206500","1958-10","1958","10","12.4","","5.0","","8.7","","21.7","","-1.7","","89.4","","0.0","","89.4","","0","","27","","74",""
"-66.09","43.83","YARMOUTH A","8206500","1958-11","1958","11","8.9","","1.3","","5.1","","14.4","","-7.8","","131.6","","4.8","","136.4","","3","","29","","80",""
"-66.09","43.83","YARMOUTH A","8206500","1958-12","1958","12","-1.1","","-7.3","","-4.2","","8.9","","-13.9","","37.1","","65.5","","102.6","","3","","27","","90",""
"-66.09","43.83","YARMOUTH A","8206500","1959-01","1959","01","0.3","","-6.6","","-3.2","","10.0","","-16.7","","104.1","","68.3","","172.5","","0","","16","","87",""
"-66.09","43.83","YARMOUTH A","8206500","1959-02","1959","02","-0.3","","-9.0","","-4.7","","8.3","","-17.2","S","70.4","","51.3","","121.7","","0","","32","","82",""
"-66.09","43.83","YARMOUTH A","8206500","1959-03","1959","03","3.3","","-3.7","","-0.2","","13.9","","-11.7","","75.7","","37.8","","113.5","","0","","14","","100",""
"-66.09","43.83","YARMOUTH A","8206500","1959-04","1959","04","8.8","","1.2","","5.0","","15.0","","-3.3","","101.1","","0.0","","101.1","","0","","14","","89",""
"-66.09","43.83","YARMOUTH A","8206500","1959-05","1959","05","13.7","","6.1","","9.9","","21.7","","2.2","","30.0","","0.0","T","30.0","","0","","36","","56",""
"-66.09","43.83","YARMOUTH A","8206500","1959-06","1959","06","16.6","","9.1","","12.9","","22.8","","5.6","","218.9","","0.0","","218.9","","0","","7","","71",""
"-66.09","43.83","YARMOUTH A","8206500","1959-07","1959","07","19.9","","12.0","","16.0","","25.0","","7.8","","106.7","","0.0","","106.7","","0","","18","","79",""
"-66.09","43.83","YARMOUTH A","8206500","1959-08","1959","08","20.8","","12.9","","16.9","","26.1","","7.8","S","34.8","","0.0","","34.8","","0","","9","","48",""
"-66.09","43.83","YARMOUTH A","8206500","1959-09","1959","09","18.6","","10.9","","14.8","","26.1","","4.4","S","82.0","","0.0","","82.0","","0","","2","","55",""
"-66.09","43.83","YARMOUTH A","8206500","1959-10","1959","10","12.8","","6.2","","9.5","","20.0","","-3.3","","381.5","","0.0","T","381.5","","0","","16","","89",""
"-66.09","43.83","YARMOUTH A","8206500","1959-11","1959","11","9.1","","2.8","","6.0","","17.2","","-5.6","","232.4","","16.3","","248.7","","0","","27","","90",""
"-66.09","43.83","YARMOUTH A","8206500","1959-12","1959","12","3.7","","-1.7","","1.0","","12.8","S","-10.0","","70.1","","51.3","","121.4","","15","","20","","97",""
"-66.09","43.83","YARMOUTH A","8206500","1960-01","1960","01","0.3","","-6.0","","-2.9","","9.4","","-16.1","","35.6","","49.8","","85.3","","5","","34","","82",""
"-66.09","43.83","YARMOUTH A","8206500","1960-02","1960","02","2.2","","-3.0","","-0.4","","6.7","S","-13.3","","115.1","","78.7","","193.8","","0","","9","","93",""
"-66.09","43.83","YARMOUTH A","8206500","1960-03","1960","03","2.0","","-4.2","","-1.1","","10.6","","-10.0","","31.8","","69.6","","101.3","","0","","34","","84",""
"-66.09","43.83","YARMOUTH A","8206500","1960-04","1960","04","8.3","","1.0","","4.7","","15.6","","-4.4","","76.7","","0.0","T","76.7","","0","","20","","85",""
"-66.09","43.83","YARMOUTH A","8206500","1960-05","1960","05","16.2","","6.7","","11.5","","21.7","","0.6","","124.5","","0.0","","124.5","","0","","14","","55","S"
"-66.09","43.83","YARMOUTH A","8206500","1960-06","1960","06","18.6","","10.4","","14.5","","22.2","S","6.1","","80.5","","0.0","","80.5","","0","","23","","53",""
"-66.09","43.83","YARMOUTH A","8206500","1960-07","1960","07","20.3","","12.4","","16.4","","25.0","","8.9","","47.5","","0.0","","47.5","","0","","16","","72",""
"-66.09","43.83","YARMOUTH A","8206500","1960-08","1960","08","21.1","","12.4","","16.8","","28.3","","8.9","","24.9","","0.0","","24.9","","0","","23","","45",""
"-66.09","43.83","YARMOUTH A","8206500","1960-09","1960","09","19.1","","9.9","","14.5","","22.2","S","4.4","","48.8","","0.0","","48.8","","0","","16","","89",""
"-66.09","43.83","YARMOUTH A","8206500","1960-10","1960","10","12.6","","5.8","","9.2","","16.7","","-1.1","","94.5","","0.0","","94.5","","0","","14","","80",""
"-66.09","43.83","YARMOUTH A","8206500","1960-11","1960","11","9.2","","2.8","","6.0","","15.6","S","-4.4","","69.6","","0.0","T","69.6","","0","","32","","69",""
"-66.09","43.83","YARMOUTH A","8206500","1960-12","1960","12","3.2","","-4.1","","-0.5","","12.8","","-12.2","","50.5","","85.3","","125.7","","5","","16","","106",""
"-66.09","43.83","YARMOUTH A","8206500","1961-01","1961","01","-1.3","","-7.8","","-4.6","","8.9","","-16.1","","34.5","","85.3","","90.4","","28","","9","","97",""
"-66.09","43.83","YARMOUTH A","8206500","1961-02","1961","02","0.4","","-7.4","","-3.5","","10.0","","-15.6","S","54.1","","46.5","","86.4","","0","","5","","72",""
"-66.09","43.83","YARMOUTH A","8206500","1961-03","1961","03","2.1","","-4.2","","-1.1","","8.9","","-11.1","S","61.2","","24.4","","85.9","","0","","11","","84",""
"-66.09","43.83","YARMOUTH A","8206500","1961-04","1961","04","6.8","","0.4","","3.6","","13.3","","-2.8","S","92.2","","6.9","","105.2","","0","","9","","72",""
"-66.09","43.83","YARMOUTH A","8206500","1961-05","1961","05","12.7","","4.8","","8.8","","17.8","","0.6","S","103.1","","0.0","T","103.1","","0","","18","","97",""
"-66.09","43.83","YARMOUTH A","8206500","1961-06","1961","06","16.4","","8.8","","12.6","","19.4","S","3.9","S","54.4","","0.0","","54.4","","0","","23","","64",""
"-66.09","43.83","YARMOUTH A","8206500","1961-07","1961","07","19.8","","11.4","","15.6","","26.1","","6.7","","118.1","","0.0","","118.1","","0","","23","","40",""
"-66.09","43.83","YARMOUTH A","8206500","1961-08","1961","08","20.8","","11.8","","16.3","","25.6","","8.3","","44.7","","0.0","","44.7","","0","","20","","48",""
"-66.09","43.83","YARMOUTH A","8206500","1961-09","1961","09","20.4","","12.4","","16.4","","27.2","","5.6","","54.1","","0.0","","54.1","","0","","16","","77",""
"-66.09","43.83","YARMOUTH A","8206500","1961-10","1961","10","14.2","","7.2","","10.7","","22.8","","0.6","","179.6","","0.0","T","179.6","","0","","7","","80",""
"-66.09","43.83","YARMOUTH A","8206500","1961-11","1961","11","9.1","","3.0","","6.1","","17.8","S","-5.0","","145.0","","7.1","","152.1","","0","T","11","","68",""
"-66.09","43.83","YARMOUTH A","8206500","1961-12","1961","12","3.5","","-2.0","","0.8","","11.1","","-10.0","","73.2","","11.2","","84.3","","0","T","29","","72","S"
"-66.09","43.83","YARMOUTH A","8206500","1962-01","1962","01","2.1","","-7.1","","-2.5","","11.1","","-14.4","S","80.0","","26.7","","98.6","","0","T","18","","105",""
"-66.09","43.83","YARMOUTH A","8206500","1962-02","1962","02","-1.6","","-10.6","","-6.1","","8.3","S","-18.9","","20.3","","85.1","","102.4","","51","","11","","80",""
"-66.09","43.83","YARMOUTH A","8206500","1962-03","1962","03","4.7","","-3.0","","0.9","","12.2","","-12.8","","0.8","","28.7","","25.7","","0","","34","","84",""
"-66.09","43.83","YARMOUTH A","8206500","1962-04","1962","04","8.0","","1.1","","4.6","","13.9","","-2.8","","163.8","","18.5","","182.9","","0","","18","","84",""
"-66.09","43.83","YARMOUTH A","8206500","1962-05","1962","05","13.1","","4.5","","8.8","","21.7","","-1.1","","28.2","","0.0","","28.2","","0","","29","","64",""
"-66.09","43.83","YARMOUTH A","8206500","1962-06","1962","06","16.9","","8.7","","12.8","","22.8","","6.7","","78.0","","0.0","","78.0","","0","","25","","61","S"
"-66.09","43.83","YARMOUTH A","8206500","1962-07","1962","07","18.7","","10.3","","14.5","","23.9","S","7.2","S","52.1","","0.0","","52.1","","0","","23","","64",""
"-66.09","43.83","YARMOUTH A","8206500","1962-08","1962","08","20.0","","12.5","","16.3","","23.3","","8.9","S","107.4","","0.0","","107.4","","0","","23","","61",""
"-66.09","43.83","YARMOUTH A","8206500","1962-09","1962","09","16.6","","9.6","","13.1","","21.7","S","3.3","","159.0","","0.0","","159.0","","0","","2","","80",""
"-66.09","43.83","YARMOUTH A","8206500","1962-10","1962","10","12.9","","5.5","","9.2","","17.8","","-0.6","","75.9","","0.0","T","75.9","","0","","11","","137",""
"-66.09","43.83","YARMOUTH A","8206500","1962-11","1962","11","7.6","","0.5","","4.1","","17.2","","-4.4","","180.1","","17.0","","197.6","","0","","20","","97",""
"-66.09","43.83","YARMOUTH A","8206500","1962-12","1962","12","3.5","","-5.5","","-1.0","","12.8","","-16.1","","99.8","","33.5","","133.4","","0","T","32","","113",""
"-66.09","43.83","YARMOUTH A","8206500","1963-01","1963","01","2.4","","-4.1","","-0.9","","7.8","S","-12.2","","84.6","","42.9","","127.5","","8","","27","","97",""
"-66.09","43.83","YARMOUTH A","8206500","1963-02","1963","02","-0.1","","-8.3","","-4.2","","7.2","S","-15.6","","105.7","","37.8","","143.3","","0","T","11","","77",""
"-66.09","43.83","YARMOUTH A","8206500","1963-03","1963","03","3.2","","-3.5","","-0.2","","12.2","","-9.4","S","76.7","","45.7","","122.4","","0","","27","","113",""
"-66.09","43.83","YARMOUTH A","8206500","1963-04","1963","04","7.4","","0.6","","4.0","","13.3","","-4.4","","77.0","","49.3","","126.2","","0","","34","","79","S"
"-66.09","43.83","YARMOUTH A","8206500","1963-05","1963","05","12.8","","4.1","","8.5","","18.9","","-1.1","","112.3","","9.7","","121.9","","0","","18","","74",""
"-66.09","43.83","YARMOUTH A","8206500","1963-06","1963","06","17.8","","8.8","","13.3","","27.8","","5.6","","47.5","","0.0","","47.5","","0","","20","","53",""
"-66.09","43.83","YARMOUTH A","8206500","1963-07","1963","07","21.1","","12.9","","17.0","","26.1","","8.9","","40.4","","0.0","","40.4","","0","","23","","48","S"
"-66.09","43.83","YARMOUTH A","8206500","1963-08","1963","08","19.3","","11.6","","15.5","","23.3","S","8.3","","143.8","","0.0","","143.8","","0","","20","","58",""
"-66.09","43.83","YARMOUTH A","8206500","1963-09","1963","09","16.7","","7.9","","12.3","","20.6","","2.2","","81.3","","0.0","","81.3","","0","","20","","72","S"
"-66.09","43.83","YARMOUTH A","8206500","1963-10","1963","10","14.5","","5.4","","10.0","","20.0","","-1.7","","67.8","","0.0","","67.8","","0","","14","","137",""
"-66.09","43.83","YARMOUTH A","8206500","1963-11","1963","11","9.7","","2.7","","6.2","","15.6","","-5.0","","238.3","","0.0","T","238.3","","0","","14","","85","S"
"-66.09","43.83","YARMOUTH A","8206500","1963-12","1963","12","-1.3","","-7.7","","-4.5","","9.4","","-15.0","S","69.6","","83.3","","152.9","","30","","32","","89",""
"-66.09","43.83","YARMOUTH A","8206500","1964-01","1964","01","1.6","","-6.2","","-2.3","","7.8","S","-15.0","","58.4","","69.6","","124.5","","10","","18","","92",""
"-66.09","43.83","YARMOUTH A","8206500","1964-02","1964","02","0.1","","-6.2","","-3.1","","6.1","","-14.4","","65.3","","119.9","","184.2","","23","","2","","93",""
"-66.09","43.83","YARMOUTH A","8206500","1964-03","1964","03","2.7","","-4.2","","-0.8","","10.6","","-15.6","","63.0","","68.1","","119.6","","5","","32","","84",""
"-66.09","43.83","YARMOUTH A","8206500","1964-04","1964","04","8.3","","-0.6","","3.9","","17.2","","-7.8","","110.0","","2.5","","113.3","","0","","25","","77",""
"-66.09","43.83","YARMOUTH A","8206500","1964-05","1964","05","14.3","","4.3","","9.3","","22.2","","-0.6","","30.2","","0.0","","30.2","","0","","23","","61","S"
"-66.09","43.83","YARMOUTH A","8206500","1964-06","1964","06","16.9","","8.1","","12.5","","24.4","","5.0","","72.1","","0.0","","72.1","","0","","23","","74",""
"-66.09","43.83","YARMOUTH A","8206500","1964-07","1964","07","19.2","","11.3","","15.3","","24.4","","8.9","S","90.9","","0.0","","90.9","","0","","20","","68",""
"-66.09","43.83","YARMOUTH A","8206500","1964-08","1964","08","18.6","","10.5","","14.6","","22.8","S","7.8","","164.6","","0.0","","164.6","","0","","18","","68",""
"-66.09","43.83","YARMOUTH A","8206500","1964-09","1964","09","16.9","","7.9","","12.4","","22.2","S","1.7","","72.9","","0.0","","72.9","","0","","23","","72",""
"-66.09","43.83","YARMOUTH A","8206500","1964-10","1964","10","13.0","","5.4","","9.2","","20.6","","1.1","","100.8","","0.0","","100.8","","0","","18","","71",""
"-66.09","43.83","YARMOUTH A","8206500","1964-11","1964","11","7.8","","0.2","","4.0","","13.3","","-7.8","","73.7","","4.3","","78.5","","0","","18","","84",""
"-66.09","43.83","YARMOUTH A","8206500","1964-12","1964","12","3.1","","-3.8","","-0.4","","11.7","S","-12.8","","134.9","","41.7","","179.8","","0","","34","","122",""
"-66.09","43.83","YARMOUTH A","8206500","1965-01","1965","01","-1.5","","-8.2","","-4.9","","6.7","","-18.9","S","22.4","","78.2","","82.0","","30","","34","","74",""
"-66.09","43.83","YARMOUTH A","8206500","1965-02","1965","02","-0.4","","-8.8","","-4.6","","8.3","","-15.0","","81.0","","55.6","","119.4","","3","","9","","80",""
"-66.09","43.83","YARMOUTH A","8206500","1965-03","1965","03","2.8","","-3.1","","-0.2","","8.9","S","-7.2","S","10.2","","13.7","","20.1","","0","","27","","55",""
"-66.09","43.83","YARMOUTH A","8206500","1965-04","1965","04","6.3","","-0.6","","2.9","","11.1","S","-3.3","","50.5","","11.2","","63.0","","0","","2","","56",""
"-66.09","43.83","YARMOUTH A","8206500","1965-05","1965","05","12.4","","4.0","","8.2","","17.8","","0.0","","24.9","","0.0","","24.9","","0","","23","","51",""
"-66.09","43.83","YARMOUTH A","8206500","1965-06","1965","06","17.2","","7.8","","12.5","","25.0","","2.2","","71.9","","0.0","","71.9","","0","","9","","55",""
"-66.09","43.83","YARMOUTH A","8206500","1965-07","1965","07","19.5","","10.4","","15.0","","22.8","S","7.2","","27.4","","0.0","","27.4","","0","","20","","64",""
"-66.09","43.83","YARMOUTH A","8206500","1965-08","1965","08","19.9","","11.1","","15.5","","24.4","S","5.0","","83.6","","0.0","","83.6","","0","","20","","80",""
"-66.09","43.83","YARMOUTH A","8206500","1965-09","1965","09","16.9","","7.5","","12.2","","26.1","","0.6","","28.4","","0.0","","28.4","","0","","23","","64",""
"-66.09","43.83","YARMOUTH A","8206500","1965-10","1965","10","12.1","","4.3","","8.2","","18.9","","-2.2","","80.3","","0.0","T","80.3","","0","","18","","97","S"
"-66.09","43.83","YARMOUTH A","8206500","1965-11","1965","11","6.7","","-0.8","","3.0","","12.2","S","-5.6","","103.4","","0.8","","104.6","","0","","29","","97",""
"-66.09","43.83","YARMOUTH A","8206500","1965-12","1965","12","2.9","","-3.7","","-0.4","","10.0","","-11.1","","77.5","","25.9","","101.1","","3","","32","","80",""
"-66.09","43.83","YARMOUTH A","8206500","1966-01","1966","01","0.8","","-5.1","","-2.2","","6.7","","-12.2","","15.0","","107.4","","109.2","","33","","9","","116",""
"-66.09","43.83","YARMOUTH A","8206500","1966-02","1966","02","0.1","","-6.7","","-3.3","","7.2","S","-19.4","","44.5","","27.2","","73.2","","8","","9","","97",""
"-66.09","43.83","YARMOUTH A","8206500","1966-03","1966","03","4.8","","-2.2","","1.3","","10.6","","-7.2","S","61.0","","6.9","","68.3","","3","","27","","103",""
"-66.09","43.83","YARMOUTH A","8206500","1966-04","1966","04","7.7","","-0.2","","3.8","","12.8","","-3.3","","11.7","","2.8","","17.3","","0","","29","","100",""
"-66.09","43.83","YARMOUTH A","8206500","1966-05","1966","05","11.9","","3.9","","7.9","","19.4","S","-1.7","","138.9","","2.0","","146.6","","0","","32","","77","S"
"-66.09","43.83","YARMOUTH A","8206500","1966-06","1966","06","16.9","","8.5","","12.7","","26.1","","4.4","","64.5","","0.0","","64.5","","0","","20","","72","S"
"-66.09","43.83","YARMOUTH A","8206500","1966-07","1966","07","20.5","","10.7","","15.6","","25.0","","7.8","","33.0","","0.0","","33.0","","0","","18","","72",""
"-66.09","43.83","YARMOUTH A","8206500","1966-08","1966","08","20.1","","11.2","","15.7","","24.4","","7.8","S","85.9","","0.0","","85.9","","0","","18","","60",""
"-66.09","43.83","YARMOUTH A","8206500","1966-09","1966","09","16.8","","7.6","","12.2","","23.9","","1.7","","98.3","","0.0","","98.3","","0","","14","","87",""
"-66.09","43.83","YARMOUTH A","8206500","1966-10","1966","10","12.8","","5.6","","9.2","","17.2","","-1.1","","78.2","","0.0","","78.2","","0","","27","","93",""
"-66.09","43.83","YARMOUTH A","8206500","1966-11","1966","11","10.1","","3.2","","6.7","","17.8","","-5.6","","94.2","","0.5","","94.5","","0","","14","","97",""
"-66.09","43.83","YARMOUTH A","8206500","1966-12","1966","12","3.8","","-2.7","","0.6","","12.2","","-9.4","","82.8","","28.4","","111.0","","0","","18","","89",""
"-66.09","43.83","YARMOUTH A","8206500","1967-01","1967","01","2.5","","-4.2","","-0.9","","7.8","","-15.0","","57.2","","69.6","","121.2","","3","","9","","79",""
"-66.09","43.83","YARMOUTH A","8206500","1967-02","1967","02","-0.8","","-9.7","","-5.3","","7.2","","-19.4","","49.3","","101.1","","150.4","","20","","18","","105","S"
